EXECYEAR,DATE_START,VOLUMEDREDGED,RIVER,POOL,UP_RIV_MIL,DN_RIV_MIL,week_of_year,lead_7,lead_14,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,531.2,531.2,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,531.4,531.4,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,531.5,531.5,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,531.7,531.7,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,532.2,532.2,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,532.4,532.4,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,532.5,532.5,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,478.3,478.3,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,478.5,478.5,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,478.6,478.6,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,478.9,478.9,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,479.1,479.1,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,479.1,479.1,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,479.3,479.3,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,479.5,479.5,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,446.7,446.7,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,446.7,446.7,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,447,447,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,447.4,447.4,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,447.6,447.6,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,447.7,447.7,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,447.9,447.9,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-06-20T00:00:00Z,0,Mississippi_River,17,448.3,448.3,25,2014-06-19T23:59:53Z,2014-06-19T23:59:46Z,432.65,525.93,579.46,438.68,601.03,548.73,484.39,436.8,463.28,442.92,539.03,505.36,504.92,487.8,483.2,461.02,458.93,447.44,440.08,440.08,430.35,430.35,536.19,439.27,446.21,603.4,601.65,595.01,594.57,583.62,583.09,571.91,566.83,560.97,556.6,547.09,546.58,540.61,540.3,528.34,527.86,518.09,488.21,480.14,479.61,470.68,469.88,459.46,458.35,486.37,545.14,441.09,471.47,471.5700001,514.57,439.51,575.05,459.1,474.38,526.52
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,560.5,560.5,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,560.6,560.6,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,560.7,560.7,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,560.9,560.9,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,562.1,562.1,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,562.2,562.2,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,562.4,562.4,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-05-24T00:00:00Z,0,Mississippi_River,12,563.3,563.3,21,2014-05-23T23:59:53Z,2014-05-23T23:59:46Z,433.17,528.44,580.93,440.7,602.93,551.65,487.63,438.24,466.72,445.09,538.93,505.1,504.81,486.88,483.14,460.45,458.89,448.19,442.59,442.59,430.92,430.92,538.67,441.48,447.24,604.09,603.74,596.62,596.12,585.39,584.79,570.99,568.07,559.5,558.77,549.99,549.48,543.5,543.2,531.26,530.71,518.19,491.52,483.37,482.83,474.45,473.74,462.9,462.24,485.65,547.96,443.77,475.25,470.4,513.55,436.45,572.32,459.01,472.4,526.45
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,532.7,532.7,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,533.2,533.2,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,533.4,533.4,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,533.4,533.4,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,533.6,533.6,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,534,534,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-09-11T00:00:00Z,0,Mississippi_River,13,534.4,534.4,37,2014-09-10T23:59:53Z,2014-09-10T23:59:46Z,434.47,524.07,574.96,439.34,596.89,545.84,487.32,437.66,467.17,442.49,538.92,505.61,504.97,489.26,483.24,461.42,458.96,447.78,440.28,440.28,433.54,433.54,534.01,439.26,446.62,603.41,597.41,592.11,590.21,583.35,577.5,571.95,563.53,560.71,551.56,544.43,541.67,537.22,537.01,527.84,525.62,518.07,490.79,483.7,482.43,475.47,474.92,463.08,462.36,487.63,540.49,441.05,476.07,470.48,514.02,454.47,570.26,464.75,486.71,532.68
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,479.8,479.8,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,480.1,480.1,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,480.3,480.3,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,480.6,480.6,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
2014,2014-06-12T00:00:00Z,0,Mississippi_River,16,480.8,480.8,24,2014-06-11T23:59:53Z,2014-06-11T23:59:46Z,433.17,525.04,578.06,438.26,600.43,547.6,483.95,436.56,463.38,442.36,539.03,505.47,505.01,490.46,482.92,461.9,458.88,448.32,439.29,439.29,431.51,431.51,535.08,438.63,446.98,603.25,601.04,594.13,593.71,583.14,581.43,571.72,565.79,560.91,554.87,545.45,544.87,539.16,538.85,527.8,526.88,518.15,487.61,479.76,479.29,470.6,469.86,459.33,458.88,488.35,543.52,440.18,471.33,470.2900004,515.25,442.05,570.91,462.08,477.26,528.28
